"id","created_by","updated_by","deleted_by","created_at","updated_at","deleted_at","customer_id","executive_id","followup_date_en","followup_date_np","followup_mode","followup_status","followup_notes","next_followup","next_followup_date_en","next_followup_date_np"
"960","105","105","\N","2017-01-11 17:24:39","2017-01-11 17:24:39","\N","3649","5","2017-01-14","2073-10-01","\N","Open","\N","\N","\N","\N"
"961","105","105","\N","2017-01-11 17:26:27","2017-01-11 17:26:27","\N","3650","5","2017-01-14","2073-10-01","\N","Open","\N","\N","\N","\N"
"962","111","111","\N","2017-01-12 12:06:14","2017-01-12 12:06:14","\N","3651","11","2016-10-26","2073-07-10","\N","Open","\N","\N","\N","\N"
"969","111","111","\N","2017-01-12 13:05:56","2017-01-12 13:05:56","\N","3658","11","2017-01-13","2073-09-29","\N","Open","\N","\N","\N","\N"
"970","116","116","\N","2017-01-12 13:08:20","2017-01-12 13:08:20","\N","3659","12","2017-01-14","2073-10-01","\N","Open","\N","\N","\N","\N"
"971","116","116","\N","2017-01-12 13:09:45","2017-01-12 13:09:45","\N","3660","12","2017-01-14","2073-10-01","\N","Open","\N","\N","\N","\N"
"972","108","108","\N","2017-01-12 13:11:30","2017-01-12 13:11:30","\N","3661","8","2017-01-14","2073-10-01","\N","Open","\N","\N","\N","\N"
"973","108","108","\N","2017-01-12 13:13:41","2017-01-12 13:13:41","\N","3662","8","2017-01-14","2073-10-01","\N","Open","\N","\N","\N","\N"
"974","108","108","\N","2017-01-12 13:14:48","2017-01-12 13:14:48","\N","3663","8","2017-01-14","2073-10-01","\N","Open","\N","\N","\N","\N"
"975","108","108","\N","2017-01-12 13:16:02","2017-01-12 13:16:02","\N","3664","8","2017-01-14","2073-10-01","\N","Open","\N","\N","\N","\N"
"976","108","108","\N","2017-01-12 13:17:06","2017-01-12 13:17:06","\N","3665","8","2017-01-14","2073-10-01","\N","Open","\N","\N","\N","\N"
"977","108","108","\N","2017-01-12 13:18:32","2017-01-12 13:18:32","\N","3666","8","2017-01-14","2073-10-01","\N","Open","\N","\N","\N","\N"
"978","108","108","\N","2017-01-12 13:20:29","2017-01-12 13:20:29","\N","3667","8","2017-01-14","2073-10-01","\N","Open","\N","\N","\N","\N"
"979","106","106","\N","2017-01-12 14:02:37","2017-01-12 14:02:37","\N","3644","6","2017-01-12","2073-09-28","Visit","In Progress","Vehicle delivered.","f","\N","\N"
"1002","105","105","\N","2017-01-13 17:03:48","2017-02-06 16:52:30","\N","3683","5","2017-02-05","2073-10-23","Phone","Completed","not in contact","f","\N","\N"
"987","104","2","\N","2017-01-13 11:52:24","2017-01-31 10:53:48","\N","3668","4","2016-12-12","2073-08-27","Phone","Completed","","f","\N","\N"
"547","111","112","\N","2017-01-01 12:41:45","2017-01-12 15:17:19","\N","3251","11","2017-01-02","2073-09-18","Phone","Completed","she may purchase in cash or through finance also. Not decided wait. waiting for the discount approval and test drive of the vehicle.","f","\N","\N"
"982","112","112","\N","2017-01-12 15:17:19","2017-01-12 15:18:10","\N","3251","11","2017-01-05","2073-09-21","Others","Completed","Normal Discount 100K 
Added from EDO 30K","f","\N","\N"
"983","112","112","\N","2017-01-12 15:18:10","2017-01-12 15:18:10","\N","3251","11","2017-01-08","2073-09-24","\N","Open","\N","f","2017-01-08","2073-09-24"
"984","112","112","\N","2017-01-12 17:22:59","2017-01-12 17:22:59","\N","1065","11","2017-01-12","2073-09-28","Others","Completed","EDO Discount approval 275k
","f","\N","\N"
"985","112","112","\N","2017-01-12 17:24:47","2017-01-12 17:24:47","\N","1844","10","2017-01-12","2073-09-28","Others","Completed","EDO Discount Approved 275K","f","\N","\N"
"986","112","112","\N","2017-01-12 17:24:47","2017-01-12 17:24:47","\N","1844","10","2017-01-15","2073-10-02","\N","Open","\N","f","2017-01-15","2073-10-02"
"989","108","108","\N","2017-01-13 16:06:04","2017-01-13 16:06:04","\N","3670","8","2017-01-15","2073-10-02","\N","Open","\N","\N","\N","\N"
"990","108","108","\N","2017-01-13 16:07:29","2017-01-13 16:07:29","\N","3671","8","2017-01-15","2073-10-02","\N","Open","\N","\N","\N","\N"
"991","108","108","\N","2017-01-13 16:08:40","2017-01-13 16:08:40","\N","3672","8","2017-01-15","2073-10-02","\N","Open","\N","\N","\N","\N"
"992","111","111","\N","2017-01-13 16:10:22","2017-01-13 16:10:22","\N","3673","11","2017-01-15","2073-10-02","\N","Open","\N","\N","\N","\N"
"993","111","111","\N","2017-01-13 16:11:47","2017-01-13 16:11:47","\N","3674","11","2017-01-15","2073-10-02","\N","Open","\N","\N","\N","\N"
"994","110","110","\N","2017-01-13 16:13:38","2017-01-13 16:13:38","\N","3675","10","2017-01-15","2073-10-02","\N","Open","\N","\N","\N","\N"
"995","116","116","\N","2017-01-13 16:27:25","2017-01-13 16:27:25","\N","3676","12","2017-01-15","2073-10-02","\N","Open","\N","\N","\N","\N"
"996","116","116","\N","2017-01-13 16:28:38","2017-01-13 16:28:38","\N","3677","12","2017-01-15","2073-10-02","\N","Open","\N","\N","\N","\N"
"997","116","116","\N","2017-01-13 16:29:43","2017-01-13 16:29:43","\N","3678","12","2017-01-15","2073-10-02","\N","Open","\N","\N","\N","\N"
"998","116","116","\N","2017-01-13 16:31:46","2017-01-13 16:31:46","\N","3679","12","2017-01-15","2073-10-02","\N","Open","\N","\N","\N","\N"
"999","107","107","\N","2017-01-13 16:34:47","2017-01-13 16:34:47","\N","3680","7","2017-01-15","2073-10-02","\N","Open","\N","\N","\N","\N"
"1000","107","107","\N","2017-01-13 16:35:47","2017-01-13 16:35:47","\N","3681","7","2017-01-15","2073-10-02","\N","Open","\N","\N","\N","\N"
"1001","107","107","\N","2017-01-13 16:38:33","2017-01-13 16:38:33","\N","3682","7","2017-01-15","2073-10-02","\N","Open","\N","\N","\N","\N"
"1080","116","116","\N","2017-01-22 13:04:43","2017-01-22 13:04:43","\N","3755","12","2017-01-20","2073-10-07","\N","Open","\N","\N","\N","\N"
"954","106","106","\N","2017-01-11 16:12:14","2017-01-31 10:34:06","\N","3644","6","2016-12-28","2073-09-13","Phone","Completed","","f","\N","\N"
"877","106","106","\N","2017-01-09 13:17:04","2017-01-31 10:52:24","\N","3573","6","2017-01-11","2073-09-27","Phone","Completed","Call not received.","f","\N","\N"
"966","104","2","\N","2017-01-12 12:48:31","2017-01-31 10:55:12","\N","3655","4","2017-01-13","2073-09-29","Phone","Completed","","f","\N","\N"
"963","116","2","\N","2017-01-12 12:10:34","2017-01-31 10:55:28","\N","3652","12","2016-12-15","2073-08-30","Others","Completed","","f","\N","\N"
"942","106","106","\N","2017-01-11 10:57:04","2017-01-31 11:14:27","\N","3633","6","2017-01-13","2073-09-29","Phone","Completed","","f","\N","\N"
"988","104","104","\N","2017-01-13 12:29:40","2017-01-31 11:16:39","\N","3669","4","2016-12-08","2073-08-23","Phone","Completed","","f","\N","\N"
"968","104","104","\N","2017-01-12 13:05:40","2017-01-31 12:11:38","\N","3657","4","2016-12-15","2073-08-30","Phone","Completed","","f","\N","\N"
"967","104","104","\N","2017-01-12 12:55:31","2017-01-31 15:11:49","\N","3656","4","2017-01-31","2073-10-18","Phone","Completed","will come showroom later","f","\N","\N"
"964","104","104","\N","2017-01-12 12:43:13","2017-01-31 15:17:11","\N","3653","4","2017-01-31","2073-10-18","Phone","Completed","Deal By Anish","f","\N","\N"
"941","106","106","\N","2017-01-11 10:54:29","2017-02-05 15:36:17","\N","3632","6","2017-02-05","2073-10-23","Phone","Completed","","f","\N","\N"
"936","105","105","\N","2017-01-10 16:50:14","2017-02-06 16:53:25","\N","3627","5","2017-02-06","2073-10-24","Phone","Completed","","f","\N","\N"
"980","106","106","\N","2017-01-12 14:04:26","2017-02-06 13:18:16","\N","3632","6","2017-02-06","2073-10-24","Phone","Completed","Planning to buy new vehicle in Magh last.","f","\N","\N"
"934","105","105","\N","2017-01-10 16:44:38","2017-02-06 16:54:07","\N","3625","5","2017-01-13","2073-09-29","Phone","Completed","","f","\N","\N"
"937","105","105","\N","2017-01-10 16:52:12","2017-02-06 16:55:59","\N","3628","5","2017-02-06","2073-10-24","Phone","Open","bank processing","t","2017-02-20","2073-11-09"
"1003","105","105","\N","2017-01-13 17:05:59","2017-02-06 16:58:18","\N","3684","5","2017-02-06","2073-10-24","Phone","Completed","want him to call after 1 week","t","2017-02-13","2073-11-02"
"933","105","105","\N","2017-01-10 16:43:04","2017-02-08 13:12:57","\N","3624","5","2017-02-08","2073-10-26","Phone","Completed","","f","\N","\N"
"617","111","115","\N","2017-01-04 09:37:07","2017-01-15 10:19:43","\N","3315","11","2017-01-15","2073-10-02","Others","Completed","Discount Approved 210K by EDO","f","\N","\N"
"1007","116","116","\N","2017-01-15 15:13:03","2017-01-15 15:13:03","\N","3686","12","2016-12-08","2073-08-23","\N","Open","\N","\N","\N","\N"
"1008","116","116","\N","2017-01-15 15:15:46","2017-01-15 15:15:46","\N","3687","12","2016-12-08","2073-08-23","\N","Open","\N","\N","\N","\N"
"1009","116","116","\N","2017-01-15 15:18:55","2017-01-15 15:18:55","\N","3688","12","2016-12-08","2073-08-23","\N","Open","\N","\N","\N","\N"
"1010","116","116","\N","2017-01-15 15:21:14","2017-01-15 15:21:14","\N","3689","12","2016-12-09","2073-08-24","\N","Open","\N","\N","\N","\N"
"1011","116","116","\N","2017-01-15 15:23:47","2017-01-15 15:23:47","\N","3690","12","2016-12-09","2073-08-24","\N","Open","\N","\N","\N","\N"
"1015","110","110","\N","2017-01-15 17:49:44","2017-01-15 17:49:44","\N","3694","10","2016-12-09","2073-08-24","\N","Open","\N","\N","\N","\N"
"1016","111","111","\N","2017-01-15 19:21:18","2017-01-15 19:21:18","\N","3695","11","2016-11-23","2073-08-08","\N","Open","\N","\N","\N","\N"
"1017","111","111","\N","2017-01-15 19:34:03","2017-01-15 19:34:03","\N","3696","11","2016-09-08","2073-05-23","\N","Open","\N","\N","\N","\N"
"1018","111","111","\N","2017-01-15 19:38:10","2017-01-15 19:38:10","\N","3697","11","2016-12-17","2073-09-02","\N","Open","\N","\N","\N","\N"
"1019","116","116","\N","2017-01-16 12:11:20","2017-01-16 12:11:20","\N","3698","12","2017-01-16","2073-10-03","\N","Open","\N","\N","\N","\N"
"1022","101","101","\N","2017-01-17 13:56:20","2017-01-17 13:56:20","\N","3251","11","2017-01-17","","Phone","In Progress","Due to delay in getting the final approval price decided to purchase another brand vehicle","f","\N","\N"
"1025","108","108","\N","2017-01-17 16:10:09","2017-01-17 16:10:09","\N","3703","8","2017-01-16","2073-10-03","\N","Open","\N","\N","\N","\N"
"1026","108","108","\N","2017-01-17 16:11:20","2017-01-17 16:11:20","\N","3704","8","2017-01-16","2073-10-03","\N","Open","\N","\N","\N","\N"
"1027","108","108","\N","2017-01-17 16:12:22","2017-01-17 16:12:22","\N","3705","8","2017-01-16","2073-10-03","\N","Open","\N","\N","\N","\N"
"1028","108","108","\N","2017-01-17 16:13:25","2017-01-17 16:13:25","\N","3706","8","2017-01-16","2073-10-03","\N","Open","\N","\N","\N","\N"
"1029","108","108","\N","2017-01-17 16:14:49","2017-01-17 16:14:49","\N","3707","8","2017-01-18","2073-10-05","\N","Open","\N","\N","\N","\N"
"1030","108","108","\N","2017-01-17 16:16:03","2017-01-17 16:16:03","\N","3708","8","2017-01-18","2073-10-05","\N","Open","\N","\N","\N","\N"
"1031","108","108","\N","2017-01-17 16:21:24","2017-01-17 16:21:24","\N","3709","8","2017-01-18","2073-10-05","\N","Open","\N","\N","\N","\N"
"1032","108","108","\N","2017-01-17 16:23:05","2017-01-17 16:23:05","\N","3710","8","2017-01-18","2073-10-05","\N","Open","\N","\N","\N","\N"
"1033","108","108","\N","2017-01-17 16:24:20","2017-01-17 16:24:20","\N","3711","8","2017-01-18","2073-10-05","\N","Open","\N","\N","\N","\N"
"1034","109","109","\N","2017-01-17 16:32:50","2017-01-17 16:32:50","\N","3712","9","2017-01-18","2073-10-05","\N","Open","\N","\N","\N","\N"
"1035","109","109","\N","2017-01-17 16:34:05","2017-01-17 16:34:05","\N","3713","9","2017-01-18","2073-10-05","\N","Open","\N","\N","\N","\N"
"1036","109","109","\N","2017-01-17 16:35:11","2017-01-17 16:35:11","\N","3714","9","2017-01-18","2073-10-05","\N","Open","\N","\N","\N","\N"
"1037","109","109","\N","2017-01-17 16:44:05","2017-01-17 16:44:05","\N","3715","9","2017-01-18","2073-10-05","\N","Open","\N","\N","\N","\N"
"1038","109","109","\N","2017-01-17 16:46:04","2017-01-17 16:46:04","\N","3716","9","2017-01-18","2073-10-05","\N","Open","\N","\N","\N","\N"
"1039","109","109","\N","2017-01-17 16:47:08","2017-01-17 16:47:08","\N","3717","9","2017-01-18","2073-10-05","\N","Open","\N","\N","\N","\N"
"1040","109","109","\N","2017-01-17 16:48:26","2017-01-17 16:48:26","\N","3718","9","2017-01-18","2073-10-05","\N","Open","\N","\N","\N","\N"
"1041","109","109","\N","2017-01-17 16:49:35","2017-01-17 16:49:35","\N","3719","9","2017-01-18","2073-10-05","\N","Open","\N","\N","\N","\N"
"1042","109","109","\N","2017-01-17 17:36:16","2017-01-17 17:36:16","\N","3720","9","2017-01-18","2073-10-05","\N","Open","\N","\N","\N","\N"
"1043","109","109","\N","2017-01-17 17:38:36","2017-01-17 17:38:36","\N","3721","9","2017-01-18","2073-10-05","\N","Open","\N","\N","\N","\N"
"1014","108","112","\N","2017-01-15 17:39:44","2017-01-18 11:20:59","\N","3693","8","2017-01-18","2073-10-05","Others","Completed","230k + accs.

Approved by EDO","f","\N","\N"
"1044","107","107","\N","2017-01-18 11:35:36","2017-01-18 11:35:36","\N","3722","7","2016-11-13","2073-07-28","\N","Open","\N","\N","\N","\N"
"1045","116","116","\N","2017-01-18 11:40:18","2017-01-18 11:40:18","\N","3723","12","2016-11-14","2073-07-29","\N","Open","\N","\N","\N","\N"
"1046","105","105","\N","2017-01-18 12:25:07","2017-01-18 12:25:07","\N","3724","5","2017-01-21","2073-10-08","\N","Open","\N","\N","\N","\N"
"1054","109","109","\N","2017-01-19 12:16:33","2017-01-19 12:16:33","\N","3730","9","2016-09-04","2073-05-19","\N","Open","\N","\N","\N","\N"
"1055","109","109","\N","2017-01-19 12:18:27","2017-01-19 12:18:27","\N","3731","9","2016-09-04","2073-05-19","\N","Open","\N","\N","\N","\N"
"1060","107","107","\N","2017-01-22 12:13:06","2017-01-22 12:13:06","\N","3735","7","2017-01-18","2073-10-05","\N","Open","\N","\N","\N","\N"
"1061","107","107","\N","2017-01-22 12:14:30","2017-01-22 12:14:30","\N","3736","7","2017-01-18","2073-10-05","\N","Open","\N","\N","\N","\N"
"1062","107","107","\N","2017-01-22 12:15:30","2017-01-22 12:15:30","\N","3737","7","2017-01-18","2073-10-05","\N","Open","\N","\N","\N","\N"
"1063","107","107","\N","2017-01-22 12:17:15","2017-01-22 12:17:15","\N","3738","7","2017-01-21","2073-10-08","\N","Open","\N","\N","\N","\N"
"1064","107","107","\N","2017-01-22 12:18:31","2017-01-22 12:18:31","\N","3739","7","2017-01-21","2073-10-08","\N","Open","\N","\N","\N","\N"
"1065","107","107","\N","2017-01-22 12:19:33","2017-01-22 12:19:33","\N","3740","7","2017-01-21","2073-10-08","\N","Open","\N","\N","\N","\N"
"1066","107","107","\N","2017-01-22 12:20:40","2017-01-22 12:20:40","\N","3741","7","2017-01-23","2073-10-10","\N","Open","\N","\N","\N","\N"
"1067","107","107","\N","2017-01-22 12:21:41","2017-01-22 12:21:41","\N","3742","7","2017-01-23","2073-10-10","\N","Open","\N","\N","\N","\N"
"1068","116","116","\N","2017-01-22 12:23:40","2017-01-22 12:23:40","\N","3743","12","2017-01-18","2073-10-05","\N","Open","\N","\N","\N","\N"
"1069","116","116","\N","2017-01-22 12:24:50","2017-01-22 12:24:50","\N","3744","12","2017-01-18","2073-10-05","\N","Open","\N","\N","\N","\N"
"1071","116","116","\N","2017-01-22 12:26:01","2017-01-22 12:26:01","\N","3746","12","2017-01-18","2073-10-05","\N","Open","\N","\N","\N","\N"
"1072","116","116","\N","2017-01-22 12:27:17","2017-01-22 12:27:17","\N","3747","12","2017-01-18","2073-10-05","\N","Open","\N","\N","\N","\N"
"1073","116","116","\N","2017-01-22 12:28:25","2017-01-22 12:28:25","\N","3748","12","2017-01-19","2073-10-06","\N","Open","\N","\N","\N","\N"
"1074","116","116","\N","2017-01-22 12:29:24","2017-01-22 12:29:24","\N","3749","12","2017-01-19","2073-10-06","\N","Open","\N","\N","\N","\N"
"1076","116","116","\N","2017-01-22 12:56:59","2017-01-22 12:56:59","\N","3751","12","2017-01-19","2073-10-06","\N","Open","\N","\N","\N","\N"
"1077","116","116","\N","2017-01-22 12:58:04","2017-01-22 12:58:04","\N","3752","12","2017-01-19","2073-10-06","\N","Open","\N","\N","\N","\N"
"1078","116","116","\N","2017-01-22 12:59:48","2017-01-22 12:59:48","\N","3753","12","2017-01-20","2073-10-07","\N","Open","\N","\N","\N","\N"
"1079","116","116","\N","2017-01-22 13:03:35","2017-01-22 13:03:35","\N","3754","12","2017-01-20","2073-10-07","\N","Open","\N","\N","\N","\N"
"1070","104","104","\N","2017-01-22 12:25:46","2017-01-31 11:15:14","\N","3745","4","2016-09-03","2073-05-18","Phone","Completed","","f","\N","\N"
"1023","104","104","\N","2017-01-17 16:05:33","2017-01-31 11:15:52","\N","3701","4","2016-11-02","2073-07-17","Phone","Completed","","f","\N","\N"
"1075","104","104","\N","2017-01-22 12:36:44","2017-01-31 11:57:04","\N","3750","4","2017-01-19","2073-10-06","Phone","Completed","","f","\N","\N"
"1056","104","104","\N","2017-01-19 12:50:54","2017-01-31 12:13:01","\N","3732","4","2017-01-31","2073-10-18","Phone","Completed"," additional discount issue","f","\N","\N"
"1051","104","104","\N","2017-01-18 12:46:04","2017-01-31 12:13:41","\N","3729","4","2017-01-31","2073-10-18","Phone","Completed","","f","\N","\N"
"1024","104","104","\N","2017-01-17 16:08:45","2017-01-31 15:01:30","\N","3702","4","2017-01-31","2073-10-18","Phone","Completed","not decided","f","\N","\N"
"1021","104","104","\N","2017-01-16 17:16:10","2017-01-31 15:05:36","\N","3700","4","2017-01-31","2073-10-18","Phone","Completed","","f","\N","\N"
"1059","106","106","\N","2017-01-22 12:02:21","2017-02-05 15:04:05","\N","3734","6","2017-02-05","2073-10-23","Phone","In Progress","Send quotation","f","\N","\N"
"1012","106","106","\N","2017-01-15 17:01:35","2017-02-05 15:04:39","\N","3691","6","2017-02-05","2073-10-23","Phone","Completed","","f","\N","\N"
"1058","106","106","\N","2017-01-20 11:45:07","2017-02-05 15:07:39","\N","3685","6","2017-02-05","2073-10-03","Phone","Completed","Still in banking process.","f","\N","\N"
"1004","106","106","\N","2017-01-13 17:28:08","2017-02-05 15:36:00","\N","3277","6","2017-02-05","2073-10-23","Phone","Completed","Not satisfied with the exchange valuation so cancelled to buy new car.","f","\N","\N"
"1053","106","106","\N","2017-01-19 11:48:47","2017-02-05 15:36:58","\N","3222","6","2017-02-05","2073-09-07","Visit","Completed","Planning for next year.","f","\N","\N"
"1006","106","106","\N","2017-01-15 13:55:12","2017-02-05 15:38:23","\N","3685","6","2017-02-05","2073-09-04","Phone","In Progress","Waiting for bank DO.","f","\N","\N"
"1048","105","105","\N","2017-01-18 12:28:28","2017-02-06 16:51:35","\N","3726","5","2017-02-05","2073-10-23","Phone","Completed","will visit soon","f","\N","\N"
"1049","105","105","\N","2017-01-18 12:30:39","2017-02-06 17:02:44","\N","3727","5","2017-02-06","2073-10-24","Phone","Completed","","t","2017-02-20","2073-11-09"
"1047","105","105","\N","2017-01-18 12:26:59","2017-02-06 16:51:50","\N","3725","5","2017-02-05","2073-10-23","Phone","Completed","processing for loan.","f","\N","\N"
"1050","105","105","\N","2017-01-18 12:36:55","2017-02-06 16:51:23","\N","3728","5","2017-02-05","2073-10-23","Phone","Completed","under process from \everest bank","f","\N","\N"
"1081","116","116","\N","2017-01-22 13:06:08","2017-01-22 13:06:08","\N","3756","12","2017-01-21","2073-10-08","\N","Open","\N","\N","\N","\N"
"1082","116","116","\N","2017-01-22 13:07:20","2017-01-22 13:07:20","\N","3757","12","2017-01-21","2073-10-08","\N","Open","\N","\N","\N","\N"
"1083","116","116","\N","2017-01-22 13:08:32","2017-01-22 13:08:32","\N","3758","12","2017-01-21","2073-10-08","\N","Open","\N","\N","\N","\N"
"1084","116","116","\N","2017-01-22 13:09:37","2017-01-22 13:09:37","\N","3759","12","2017-01-21","2073-10-08","\N","Open","\N","\N","\N","\N"
"1085","116","116","\N","2017-01-22 13:17:59","2017-01-22 13:17:59","\N","3760","12","2017-01-23","2073-10-10","\N","Open","\N","\N","\N","\N"
"1087","116","116","\N","2017-01-22 13:22:31","2017-01-22 13:22:31","\N","3762","12","2017-01-23","2073-10-10","\N","Open","\N","\N","\N","\N"
"1088","116","116","\N","2017-01-22 13:23:39","2017-01-22 13:23:39","\N","3763","12","2017-01-23","2073-10-10","\N","Open","\N","\N","\N","\N"
"1092","111","111","\N","2017-01-22 14:02:35","2017-01-22 14:03:49","\N","3333","11","2017-01-22","","Phone","Completed","Noted Discount from EDO","f","\N","\N"
"1093","111","111","\N","2017-01-22 14:12:20","2017-01-22 14:12:20","\N","3766","11","2017-01-05","2073-09-21","\N","Open","\N","\N","\N","\N"
"1094","111","111","\N","2017-01-22 14:16:55","2017-01-22 14:16:55","\N","3767","11","2017-01-18","2073-10-05","\N","Open","\N","\N","\N","\N"
"1095","111","111","\N","2017-01-22 14:18:00","2017-01-22 14:18:00","\N","3768","11","2017-01-18","2073-10-05","\N","Open","\N","\N","\N","\N"
"1096","111","111","\N","2017-01-22 14:19:11","2017-01-22 14:19:11","\N","3769","11","2017-01-18","2073-10-05","\N","Open","\N","\N","\N","\N"
"1097","111","111","\N","2017-01-22 15:20:26","2017-01-22 15:20:26","\N","3770","11","2017-01-19","2073-10-06","\N","Open","\N","\N","\N","\N"
"1098","111","111","\N","2017-01-22 15:27:53","2017-01-22 15:27:53","\N","3771","11","2017-01-19","2073-10-06","\N","Open","\N","\N","\N","\N"
"1099","111","111","\N","2017-01-22 15:29:03","2017-01-22 15:29:03","\N","3772","11","2017-01-20","2073-10-07","\N","Open","\N","\N","\N","\N"
"1100","111","111","\N","2017-01-22 15:30:47","2017-01-22 15:30:47","\N","3773","11","2017-01-22","2073-10-09","\N","Open","\N","\N","\N","\N"
"1101","110","110","\N","2017-01-22 15:40:09","2017-01-22 15:40:09","\N","3774","10","2017-01-19","2073-10-06","\N","Open","\N","\N","\N","\N"
"1102","110","110","\N","2017-01-22 15:41:20","2017-01-22 15:41:20","\N","3775","10","2017-01-19","2073-10-06","\N","Open","\N","\N","\N","\N"
"1103","110","110","\N","2017-01-22 15:42:56","2017-01-22 15:42:56","\N","3776","10","2017-01-20","2073-10-07","\N","Open","\N","\N","\N","\N"
"1104","110","110","\N","2017-01-22 15:44:19","2017-01-22 15:44:19","\N","3777","10","2017-01-21","2073-10-08","\N","Open","\N","\N","\N","\N"
"1105","110","110","\N","2017-01-22 15:46:07","2017-01-22 15:46:07","\N","3778","10","2017-01-23","2073-10-10","\N","Open","\N","\N","\N","\N"
"1106","110","110","\N","2017-01-22 15:47:28","2017-01-22 15:47:28","\N","3779","10","2017-01-23","2073-10-10","\N","Open","\N","\N","\N","\N"
"1107","110","110","\N","2017-01-22 15:48:48","2017-01-22 15:48:48","\N","3780","10","2017-01-23","2073-10-10","\N","Open","\N","\N","\N","\N"
"1108","109","109","\N","2017-01-22 15:52:06","2017-01-22 15:52:06","\N","3781","9","2017-01-20","2073-10-07","\N","Open","\N","\N","\N","\N"
"1109","109","109","\N","2017-01-22 15:53:10","2017-01-22 15:53:10","\N","3782","9","2017-01-20","2073-10-07","\N","Open","\N","\N","\N","\N"
"1110","109","109","\N","2017-01-22 15:54:36","2017-01-22 15:54:36","\N","3783","9","2017-01-20","2073-10-07","\N","Open","\N","\N","\N","\N"
"1111","109","109","\N","2017-01-22 15:56:30","2017-01-22 15:56:30","\N","3784","9","2017-01-20","2073-10-07","\N","Open","\N","\N","\N","\N"
"1112","109","109","\N","2017-01-22 15:57:53","2017-01-22 15:57:53","\N","3785","9","2017-01-20","2073-10-07","\N","Open","\N","\N","\N","\N"
"1113","109","109","\N","2017-01-22 15:59:11","2017-01-22 15:59:11","\N","3786","9","2017-01-20","2073-10-07","\N","Open","\N","\N","\N","\N"
"1114","109","109","\N","2017-01-22 16:00:22","2017-01-22 16:00:22","\N","3787","9","2017-01-20","2073-10-07","\N","Open","\N","\N","\N","\N"
"1115","110","110","\N","2017-01-22 16:04:37","2017-01-22 16:04:37","\N","3788","10","2017-01-16","2073-10-03","\N","Open","\N","\N","\N","\N"
"1116","107","107","\N","2017-01-22 16:07:28","2017-01-22 16:07:28","\N","3789","7","2017-01-16","2073-10-03","\N","Open","\N","\N","\N","\N"
"1117","111","111","\N","2017-01-22 16:11:27","2017-01-22 16:11:27","\N","3790","11","2017-01-16","2073-10-03","\N","Open","\N","\N","\N","\N"
"1118","111","111","\N","2017-01-22 16:14:38","2017-01-22 16:14:38","\N","3791","11","2017-01-25","2073-10-12","\N","Open","\N","\N","\N","\N"
"1119","107","107","\N","2017-01-22 17:07:59","2017-01-22 17:07:59","\N","3792","7","2017-01-18","2073-10-05","\N","Open","\N","\N","\N","\N"
"1120","107","107","\N","2017-01-22 17:09:36","2017-01-22 17:09:36","\N","3793","7","2017-01-18","2073-10-05","\N","Open","\N","\N","\N","\N"
"1121","107","107","\N","2017-01-22 17:11:07","2017-01-22 17:11:07","\N","3794","7","2017-01-18","2073-10-05","\N","Open","\N","\N","\N","\N"
"1122","107","107","\N","2017-01-22 17:12:50","2017-01-22 17:12:50","\N","3795","7","2017-01-21","2073-10-08","\N","Open","\N","\N","\N","\N"
"1123","107","107","\N","2017-01-22 17:14:05","2017-01-22 17:14:05","\N","3796","7","2017-01-22","2073-10-09","\N","Open","\N","\N","\N","\N"
"1124","109","109","\N","2017-01-22 17:17:15","2017-01-22 17:17:15","\N","3797","9","2017-01-20","2073-10-07","\N","Open","\N","\N","\N","\N"
"1125","109","109","\N","2017-01-22 17:18:40","2017-01-22 17:18:40","\N","3798","9","2017-01-22","2073-10-09","\N","Open","\N","\N","\N","\N"
"1126","116","116","\N","2017-01-22 17:25:32","2017-01-22 17:25:32","\N","3799","12","2017-01-20","2073-10-07","\N","Open","\N","\N","\N","\N"
"1127","116","116","\N","2017-01-22 17:26:48","2017-01-22 17:26:48","\N","3800","12","2017-01-20","2073-10-07","\N","Open","\N","\N","\N","\N"
"1128","116","116","\N","2017-01-22 17:28:20","2017-01-22 17:28:20","\N","3801","12","2017-01-20","2073-10-07","\N","Open","\N","\N","\N","\N"
"1129","116","116","\N","2017-01-22 17:29:46","2017-01-22 17:29:46","\N","3802","12","2017-01-20","2073-10-07","\N","Open","\N","\N","\N","\N"
"1130","116","116","\N","2017-01-22 17:31:00","2017-01-22 17:31:00","\N","3803","12","2017-01-20","2073-10-07","\N","Open","\N","\N","\N","\N"
"1131","116","116","\N","2017-01-22 17:34:02","2017-01-22 17:34:02","\N","3804","12","2017-01-23","2073-10-10","\N","Open","\N","\N","\N","\N"
"1132","110","110","\N","2017-01-22 17:36:20","2017-01-22 17:36:20","\N","3805","10","2017-01-19","2073-10-06","\N","Open","\N","\N","\N","\N"
"1133","110","110","\N","2017-01-23 11:35:13","2017-01-23 11:35:13","\N","3806","10","2017-01-16","2073-10-03","\N","Open","\N","\N","\N","\N"
"1134","108","108","\N","2017-01-23 12:06:56","2017-01-23 12:06:56","\N","3807","8","2017-01-25","2073-10-12","\N","Open","\N","\N","\N","\N"
"1135","108","108","\N","2017-01-23 12:07:55","2017-01-23 12:07:55","\N","3808","8","2017-01-25","2073-10-12","\N","Open","\N","\N","\N","\N"
